"","this","needs_this","type"
"19681","paleoTS","rmarkdown","suggests"
"19682","pastis","R","depends"
"19683","pastis","caper","depends"
"19684","pastis","ape","depends"
"19685","PBD","R","depends"
"19686","PBD","deSolve","imports"
"19687","PBD","ade4","imports"
"19688","PBD","ape","imports"
"19689","PBD","DDD","imports"
"19690","PBD","phytools","imports"
"19691","PBD","graphics","imports"
"19692","PBD","stats","imports"
"19693","PBD","utils","imports"
"19694","PBD","knitr","suggests"
"19695","PBD","rmarkdown","suggests"
"19696","PCPS","SYNCSA","depends"
"19697","PCPS","ape","imports"
"19698","PCPS","picante","imports"
"19699","PCPS","phylobase","imports"
"19700","PCPS","vegan","imports"
"19701","PCPS","RcppArmadillo","imports"
"19702","PCPS","stats","imports"
"19703","PCPS","graphics","imports"
"19704","PCPS","parallel","imports"
"19705","pegas","R","depends"
"19706","pegas","ape","depends"
"19707","pegas","adegenet","depends"
"19708","pegas","graphics","imports"
"19709","pegas","utils","imports"
"19710","pegas","rgl","suggests"
"19711","phangorn","R","depends"
"19712","phangorn","ape","depends"
"19713","phangorn","quadprog","imports"
"19714","phangorn","igraph","imports"
"19715","phangorn","Matrix","imports"
"19716","phangorn","parallel","imports"
"19717","phangorn","methods","imports"
"19718","phangorn","utils","imports"
"19719","phangorn","stats","imports"
"19720","phangorn","graphics","imports"
"19721","phangorn","grDevices","imports"
"19722","phangorn","fastmatch","imports"
"19723","phangorn","magrittr","imports"
"19724","phangorn","Rcpp","imports"
"19725","phangorn","testthat","suggests"
"19726","phangorn","vdiffr","suggests"
"19727","phangorn","seqinr","suggests"
"19728","phangorn","xtable","suggests"
"19729","phangorn","rgl","suggests"
"19730","phangorn","knitr","suggests"
"19731","phangorn","rmarkdown","suggests"
"19732","phangorn","Biostrings","suggests"
"19733","phyclust","R","depends"
"19734","phyclust","ape","depends"
"19735","phyext2","methods","imports"
"19736","phyext2","phylobase","imports"
"19737","phyext2","ape","imports"
"19738","phyext2","grid","imports"
"19739","phyext2","stats","imports"
"19740","phylobase","ade4","imports"
"19741","phylobase","ape","imports"
"19742","phylobase","Rcpp","imports"
"19743","phylobase","rncl","imports"
"19744","phylobase","grid","imports"
"19745","phylobase","methods","imports"
"19746","phylobase","stats","imports"
"19747","phylobase","RNeXML","imports"
"19748","phylobase","MASS","suggests"
"19749","phylobase","testthat","suggests"
"19750","phylobase","knitr","suggests"
"19751","phylocanvas","R","depends"
"19752","phylocanvas","ape","imports"
"19753","phylocanvas","phylobase","imports"
"19754","phylocanvas","htmlwidgets","imports"
"19755","phylocanvas","methods","imports"
"19756","phylocanvas","magrittr","suggests"
"19757","phylocanvas","knitr","suggests"
"19758","phylocanvas","rmarkdown","suggests"
"19759","phyloclim","ape","depends"
"19760","phyloclim","raster","depends"
"19761","phyloclim","methods","imports"
"19762","phyloclim","sp","imports"
"19763","PHYLOGR","R","depends"
"19764","phylogram","ape","imports"
"19765","phylogram","methods","imports"
"19766","phylogram","stats","imports"
"19767","phylogram","dendextend","suggests"
"19768","phylogram","knitr","suggests"
"19769","phylogram","rmarkdown","suggests"
"19770","phylogram","testthat","suggests"
"19771","phyloland","ape","imports"
"19772","phylolm","R","depends"
"19773","phylolm","ape","depends"
"19774","phylolm","future.apply","imports"
"19775","phylolm","testthat","suggests"
"19776","phylotools","ape","depends"
"19777","phylotools","vegan","suggests"
"19778","phyloTop","R","depends"
"19779","phyloTop","ape","depends"
"19780","phyloTop","igraph","imports"
"19781","phyloTop","methods","imports"
"19782","phyloTop","NHPoisson","imports"
"19783","phyloTop","phylobase","imports"
"19784","phyloTop","testthat","suggests"
"19785","phytools","R","depends"
"19786","phytools","ape","depends"
"19787","phytools","maps","depends"
"19788","phytools","animation","imports"
"19789","phytools","clusterGeneration","imports"
"19790","phytools","coda","imports"
"19791","phytools","combinat","imports"
"19792","phytools","expm","imports"
"19793","phytools","graphics","imports"
"19794","phytools","grDevices","imports"
"19795","phytools","gtools","imports"
"19796","phytools","MASS","imports"
"19797","phytools","methods","imports"
"19798","phytools","mnormt","imports"
"19799","phytools","nlme","imports"
"19800","phytools","numDeriv","imports"
"19801","phytools","phangorn","imports"
"19802","phytools","plotrix","imports"
"19803","phytools","scatterplot3d","imports"
"19804","phytools","stats","imports"
"19805","phytools","utils","imports"
"19806","phytools","geiger","suggests"
"19807","phytools","RColorBrewer","suggests"
"19808","phytools","rgl","suggests"
"19809","picante","ape","depends"
"19810","picante","vegan","depends"
"19811","picante","nlme","depends"
"19812","picante","methods","depends"
"19813","picante","brglm","suggests"
"19814","picante","circular","suggests"
"19815","picante","corpcor","suggests"
"19816","picante","quantreg","suggests"
"19817","pmc","dplyr","imports"
"19818","pmc","geiger","imports"
"19819","pmc","ggplot2","imports"
"19820","pmc","parallel","imports"
"19821","pmc","ouch","imports"
"19822","pmc","tidyr","imports"
"19823","pmc","covr","suggests"
"19824","pmc","gridExtra","suggests"
"19825","pmc","knitr","suggests"
"19826","pmc","testthat","suggests"
"19827","ratematrix","R","depends"
"19828","ratematrix","ape","imports"
"19829","ratematrix","geiger","imports"
"19830","ratematrix","coda","imports"
"19831","ratematrix","corpcor","imports"
"19832","ratematrix","MASS","imports"
"19833","ratematrix","phylolm","imports"
"19834","ratematrix","readr","imports"
"19835","ratematrix","mvMORPH","imports"
"19836","ratematrix","Rcpp","imports"
"19837","ratematrix","ellipse","imports"
"19838","ratematrix","microbenchmark","suggests"
"19839","ratematrix","knitr","suggests"
"19840","ratematrix","rmarkdown","suggests"
"19841","ratematrix","phytools","suggests"
"19842","rdryad","crul","imports"
"19843","rdryad","curl","imports"
"19844","rdryad","xml2","imports"
"19845","rdryad","oai","imports"
"19846","rdryad","solrium","imports"
"19847","rdryad","data.table","imports"
"19848","rdryad","tibble","imports"
"19849","rdryad","testthat","suggests"
"19850","rmetasim","R","depends"
"19851","rmetasim","pegas","imports"
"19852","rmetasim","ade4","imports"
"19853","rmetasim","gtools","imports"
"19854","rmetasim","adegenet","imports"
"19855","rmetasim","magrittr","suggests"
"19856","rmetasim","knitr","suggests"
"19857","rmetasim","ggplot2","suggests"
"19858","rmetasim","reshape2","suggests"
"19859","rmetasim","rmarkdown","suggests"
"19860","rmetasim","lattice","suggests"
"19861","rncl","R","depends"
"19862","rncl","Rcpp","imports"
"19863","rncl","progress","imports"
"19864","rncl","stats","imports"
"19865","rncl","testthat","suggests"
"19866","rncl","ape","suggests"
"19867","RNeXML","R","depends"
"19868","RNeXML","ape","depends"
"19869","RNeXML","methods","depends"
"19870","RNeXML","XML","imports"
"19871","RNeXML","plyr","imports"
"19872","RNeXML","reshape2","imports"
"19873","RNeXML","httr","imports"
"19874","RNeXML","uuid","imports"
"19875","RNeXML","dplyr","imports"
"19876","RNeXML","lazyeval","imports"
"19877","RNeXML","tidyr","imports"
"19878","RNeXML","stringr","imports"
"19879","RNeXML","stringi","imports"
"19880","RNeXML","xml2","imports"
"19881","RNeXML","spelling","suggests"
"19882","RNeXML","rdflib","suggests"
"19883","RNeXML","geiger","suggests"
"19884","RNeXML","phytools","suggests"
"19885","RNeXML","knitr","suggests"
"19886","RNeXML","rfigshare","suggests"
"19887","RNeXML","knitcitations","suggests"
"19888","RNeXML","testthat","suggests"
"19889","RNeXML","rmarkdown","suggests"
"19890","RNeXML","rlang","suggests"
"19891","RNeXML","xslt","suggests"
"19892","RNeXML","covr","suggests"
"19893","RNeXML","taxadb","suggests"
"19894","rotl","R","depends"
"19895","rotl","httr","imports"
"19896","rotl","jsonlite","imports"
"19897","rotl","assertthat","imports"
"19898","rotl","rncl","imports"
"19899","rotl","ape","imports"
"19900","rotl","rentrez","imports"
"19901","rotl","knitr","suggests"
"19902","rotl","rmarkdown","suggests"
"19903","rotl","testthat","suggests"
"19904","rotl","RNeXML","suggests"
"19905","rotl","phylobase","suggests"
"19906","rotl","MCMCglmm","suggests"
"19907","rotl","fulltext","suggests"
"19908","rotl","readxl","suggests"
"19909","rphast","stats","depends"
"19910","rphast","methods","imports"
"19911","rphast","ape","suggests"
"19912","rphast","seqLogo","suggests"
"19913","Rphylip","R","depends"
"19914","Rphylip","ape","depends"
"19915","SigTree","ape","imports"
"19916","SigTree","phylobase","imports"
"19917","SigTree","phyext2","imports"
"19918","SigTree","RColorBrewer","imports"
"19919","SigTree","phyloseq","imports"
"19920","SigTree","graphics","imports"
"19921","SigTree","utils","imports"
"19922","SigTree","stats","imports"
"19923","SigTree","MASS","imports"
"19924","SigTree","vegan","imports"
"19925","strap","ape","depends"
"19926","strap","geoscale","depends"
"19927","surface","R","depends"
"19928","surface","ape","depends"
"19929","surface","ouch","depends"
"19930","surface","MASS","depends"
"19931","surface","geiger","depends"
"19932","surface","igraph","suggests"
"19933","SYNCSA","vegan","imports"
"19934","SYNCSA","FD","imports"
"19935","SYNCSA","permute","imports"
"19936","SYNCSA","RcppArmadillo","imports"
"19937","SYNCSA","utils","imports"
"19938","SYNCSA","stats","imports"
"19939","SYNCSA","graphics","imports"
"19940","SYNCSA","parallel","imports"
"19941","taxize","R","depends"
"19942","taxize","graphics","imports"
"19943","taxize","methods","imports"
"19944","taxize","stats","imports"
"19945","taxize","utils","imports"
"19946","taxize","crul","imports"
"19947","taxize","xml2","imports"
"19948","taxize","jsonlite","imports"
"19949","taxize","reshape2","imports"
"19950","taxize","stringr","imports"
"19951","taxize","plyr","imports"
"19952","taxize","foreach","imports"
"19953","taxize","ape","imports"
"19954","taxize","zoo","imports"
"19955","taxize","bold","imports"
"19956","taxize","data.table","imports"
"19957","taxize","rredlist","imports"
"19958","taxize","rotl","imports"
"19959","taxize","ritis","imports"
"19960","taxize","tibble","imports"
"19961","taxize","worrms","imports"
"19962","taxize","natserv","imports"
"19963","taxize","wikitaxa","imports"
"19964","taxize","R6","imports"
"19965","taxize","crayon","imports"
"19966","taxize","cli","imports"
"19967","taxize","phangorn","imports"
"19968","taxize","roxygen2","suggests"
"19969","taxize","testthat","suggests"
"19970","taxize","knitr","suggests"
"19971","taxize","vegan","suggests"
"19972","taxize","vcr","suggests"
"19973","TESS","ape","depends"
"19974","TESS","coda","depends"
"19975","TESS","deSolve","depends"
"19976","TESS","Rcpp","imports"
"19977","TESS","knitr","suggests"
"19978","tidytree","R","depends"
"19979","tidytree","ape","imports"
"19980","tidytree","dplyr","imports"
"19981","tidytree","lazyeval","imports"
"19982","tidytree","magrittr","imports"
"19983","tidytree","methods","imports"
"19984","tidytree","rlang","imports"
"19985","tidytree","tibble","imports"
"19986","tidytree","utils","imports"
"19987","tidytree","ggtree","suggests"
"19988","tidytree","knitr","suggests"
"19989","tidytree","prettydoc","suggests"
"19990","tidytree","testthat","suggests"
"19991","tidytree","treeio","suggests"
"19992","treebase","R","depends"
"19993","treebase","ape","depends"
"19994","treebase","XML","imports"
"19995","treebase","RCurl","imports"
"19996","treebase","methods","imports"
"19997","treebase","utils","imports"
"19998","treebase","httr","imports"
"19999","treebase","testthat","suggests"
"20000","treebase","knitr","suggests"
"20001","treebase","rmarkdown","suggests"
"20002","treedater","limSolve","depends"
"20003","treedater","ape","imports"
"20004","treedater","lubridate","suggests"
"20005","treedater","ggplot2","suggests"
"20006","treedater","foreach","suggests"
"20007","treedater","iterators","suggests"
"20008","treedater","mgcv","suggests"
"20009","treedater","knitr","suggests"
"20010","treedater","rmarkdown","suggests"
"20011","treedater","harmonicmeanp","suggests"
"20012","TreePar","ape","depends"
"20013","TreePar","Matrix","depends"
"20014","TreePar","subplex","depends"
"20015","TreePar","TreeSim","depends"
"20016","TreePar","deSolve","depends"
"20017","TreeSim","ape","depends"
"20018","TreeSim","geiger","depends"
"20019","vegan","permute","depends"
"20020","vegan","lattice","depends"
"20021","vegan","R","depends"
"20022","vegan","MASS","imports"
"20023","vegan","cluster","imports"
"20024","vegan","mgcv","imports"
"20025","vegan","parallel","suggests"
"20026","vegan","tcltk","suggests"
"20027","vegan","knitr","suggests"
"20028","windex","geiger","depends"
"20029","windex","ape","depends"
"20030","windex","scatterplot3d","depends"
"20031","windex","utils","depends"
"20032","windex","R","depends"
"20033","ade4","R","depends"
"20034","ade4","graphics","imports"
"20035","ade4","grDevices","imports"
"20036","ade4","methods","imports"
"20037","ade4","stats","imports"
"20038","ade4","utils","imports"
"20039","ade4","MASS","imports"
"20040","ade4","ade4TkGUI","suggests"
"20041","ade4","adegraphics","suggests"
"20042","ade4","adephylo","suggests"
"20043","ade4","ape","suggests"
"20044","ade4","CircStats","suggests"
"20045","ade4","deldir","suggests"
"20046","ade4","lattice","suggests"
"20047","ade4","pixmap","suggests"
"20048","ade4","sp","suggests"
"20049","ade4","spdep","suggests"
"20050","ade4","splancs","suggests"
"20051","ade4","waveslim","suggests"
"20052","anacor","R","depends"
"20053","anacor","graphics","imports"
"20054","anacor","stats","imports"
"20055","anacor","car","imports"
"20056","anacor","colorspace","imports"
"20057","anacor","fda","imports"
"20058","anacor","splines","imports"
"20059","anacor","grDevices","imports"
"20060","AnalyzeFMRI","R","depends"
"20061","AnalyzeFMRI","R.matlab","depends"
"20062","AnalyzeFMRI","fastICA","depends"
"20063","AnalyzeFMRI","tcltk","depends"
"20064","AnalyzeFMRI","tkrplot","depends"
"20065","aspect","R","depends"
"20066","aspect","stats","imports"
"20067","aspect","graphics","imports"
"20068","aspect","grDevices","imports"
"20069","aspect","sem","suggests"
"20070","aspect","polycor","suggests"
"20071","asymmetry","gplots","imports"
"20072","asymmetry","stats","imports"
"20073","asymmetry","methods","imports"
"20074","asymmetry","smacof","imports"
"20075","asymmetry","knitr","suggests"
"20076","asymmetry","rmarkdown","suggests"
"20077","asymmetry","RColorBrewer","suggests"
"20078","BayesFM","R","depends"
"20079","BayesFM","checkmate","imports"
"20080","BayesFM","coda","imports"
"20081","BayesFM","ggplot2","imports"
"20082","BayesFM","gridExtra","imports"
"20083","BayesFM","plyr","imports"
"20084","BayesLCA","e1071","depends"
"20085","BayesLCA","coda","depends"
"20086","BayesLCA","fields","imports"
"20087","BayesLCA","nlme","imports"
"20088","BayesLCA","MCMCpack","imports"
"20089","betareg","R","depends"
"20090","betareg","graphics","imports"
"20091","betareg","grDevices","imports"
"20092","betareg","methods","imports"
